OIS_ID,BYG_ANVEND,KoorNord,KoorOest
4385373,210,6251883.4,594212.58
4385369,210,6251884.25,594214.34
4385372,210,6251882.73,594213.12
4385371,210,6251882.73,594213.99
3232847,210,6240120.42,582637.22
2091981,210,6240885.62,581992.09
517527,210,6250597.57,591407.85
517526,210,6250598.57,591408.85
3804885,210,6239657.65,579230.4
2659932,210,6240568.37,579100.72
517531,210,6250123.18,591379.64
519022,210,6249173.55,592819.56
3232306,210,6239728.91,579286.61
4378234,210,6238640.19,578738.96
3804780,210,6239844.23,579350.77
537641,210,6240137.54,578602.6
2091627,210,6242175.06,583209.71
536971,210,6240339.68,582327.79
3804788,210,6241806.91,582450.77
3804790,210,6241687.8,582391.05
4378654,210,6239992.39,582890.93
4378440,210,6241757,582597.88
4378439,210,6241757,582596.15
4378774,210,6240410.5,581956.72
517646,210,6251914.47,593824.37
517645,210,6251914.47,593825.54
2667056,210,6251521.37,592447.33
518171,210,6251627.42,593064.44
3803448,210,6251710.4,592674.27
2659566,210,6249771.45,576111.4
2659567,210,6249796.34,576076.11
3232262,210,6249790.65,575198.12
538089,210,6249379.91,574969.33
538091,210,6249377.91,574969.33
538090,210,6249378.91,574970.33
538092,210,6249378.91,574968.33
3232564,210,6250678.79,575847.56
3232563,210,6250786,575806.55
538097,210,6249651.34,575078.39
2091368,210,6249783.39,574810.68
518172,210,6251630.25,593007.32
538098,210,6249651.84,575079.26
537593,210,6246073.94,573315.93
538205,210,6239716.91,579103.09
3804794,210,6240174.24,584075.93
3232631,210,6246197.75,574821.68
3232401,210,6246776.97,575520.55
3232402,210,6246775.97,575519.55
537592,210,6246073.11,573316.91
517980,210,6250251.32,589968.37
538571,210,6244401.81,575615.5
538573,210,6244413.03,575383.87
538578,210,6244903.87,575536.12
538579,210,6244905.87,575536.12
4378587,210,6245687.34,574981.07
3805043,210,6245618.17,574037.99
2660259,210,6243967.96,575670.74
2091434,210,6245108.24,574194.93
2660260,210,6243967.59,575669.96
3805042,210,6245618.67,574037.12
537133,210,6250460.47,575456.82
537132,210,6251168.97,575210.85
3232074,210,6243496.57,576000.81
3232075,210,6243495.07,575999.94
536674,210,6246344.13,574894.35
536680,210,6246335.82,574932.43
3232122,210,6244682.16,574615.69
2659845,210,6246129.19,574730.83
3232698,210,6248004.7,579988.79
3232699,210,6248004.32,579989.57
3232696,210,6248003.47,579989.77
536678,210,6246329.35,574933.96
2659960,210,6247263.47,578806.92
2659958,210,6247263.97,578806.06
2659957,210,6247262.47,578806.92
3232119,210,6244745.82,575083.61
1585428,210,6253638.57,597817.45
1585429,210,6253668.06,597825.97
3805079,210,6244447.5,576466.15
3805082,210,6244456.88,576776.83
3805081,210,6244457.88,576775.83
3805080,210,6244458.88,576776.83
3232123,210,6245757.19,576125.7
537752,210,6249065.28,580296.33
536991,210,6242787.78,577323.94
536987,210,6242970.81,577204.77
536989,210,6243005.53,577247.96
536986,210,6242969.81,577205.77
536992,210,6242786.78,577322.94
536993,210,6242788.78,577322.94
536985,210,6242969.81,577203.77
4378787,210,6243160.49,577082.69
4378946,210,6247524.18,579572.94
519083,210,6254824.79,593873.38
488075,930,6226806.43,586780.78
3822403,210,6233949.61,596483.19
2088575,210,6246316.68,590779.28
546227,210,6243005.49,592681.53
2656902,210,6246311.96,589116.75
2656901,210,6246310.84,589116.39
4385020,120,6250558.38,587247.12
1582459,120,6241483.87,589223.01
2091691,210,6239855.27,580522.39
2091690,210,6239854.77,580523.25
2091688,210,6239856.27,580524.12
2091689,210,6239855.27,580524.12
536794,210,6244955.58,586960.63
538228,210,6246645.5,586546.19
538227,210,6246665.91,586523.06
2091656,210,6246089.61,585779.93
2660239,210,6242195.33,585226.85
537804,210,6240491.48,580276.24
2108070,930,6226376.1,586185.83
2108071,930,6226374.6,586186.69
2108069,930,6226374.6,586184.96
2676838,930,6229004.95,586999.51
2676840,930,6229003.45,587000.38
3249577,930,6226821.23,586825.09
3249579,930,6226820.23,586826.09
3249578,930,6226819.23,586825.09
489902,210,6227733.06,607451.04
1297813,210,6232732.47,594484.25
3229621,210,6241352.79,594344.31
536948,120,6241540.58,581688.52
3229428,120,6239506.48,597441.38
518299,120,6246855.94,597462.33
3238772,120,6246994.04,597658.88
3239015,120,6247469.08,598427.87
517767,120,6247338.55,598056
518260,120,6247311.21,598028.71
518256,120,6247354.9,598020.68
518092,120,6247401.81,598721.39
3528806,120,6247309.74,598539.35
3238820,120,6246793.13,597277.03
3804866,120,6242543.65,581722.26
4384973,920,6249540.89,593203.53
3228703,920,6241217.86,589666.33
3247667,920,6233144.86,600879.78
2656647,920,6240229.45,588507.91
3228656,920,6239982.7,587927.64
4375686,920,6238623.14,594005.14
3228986,920,6239813.56,588038.39
3801508,920,6239755.26,589633.92
2088168,920,6240054.43,588670.77
545871,920,6241366.57,589074.97
4375454,920,6240865.37,591521.33
546802,920,6240666.41,591050.62
546477,920,6240186.29,591698.34
547039,920,6240738.05,591033.43
547344,920,6242304.15,592866.33
547114,920,6239649.92,587119.17
4375717,910,6240759.86,590928.68
4375592,920,6247065.29,589664
547403,920,6245576.91,589791.5
1406968,920,6245785.13,589602.46
3802125,920,6247255.83,589687.45
2088488,920,6240941.76,587580.35
2656603,910,6240355.32,588692.2
547760,910,6246981.77,588522.2
518365,920,6244886.95,603310.91
546128,920,6240543.57,592473.75
2088186,920,6240030.23,588086.37
546379,920,6245451.18,590083.34
547977,920,6246942.64,589210.13
2656920,920,6245330.47,590364.66
3801417,920,6246980.74,588301.71
3801422,920,6246800.57,588705.52
3801489,920,6246790.18,589244.35
2666838,910,6247419.5,598208.67
519253,910,6249486.16,592705.26
3239215,910,6250464.69,587694.28
3229066,910,6246561.21,589346.53
1254684,910,6239967.47,587908.61
3802180,910,6239374.42,595560.37
547381,910,6240029.45,588619.72
2089058,930,6246851.72,589285.46
4373524,930,6239829.03,587799.27
3820424,930,6226281.26,603800.13
2087995,930,6240146.74,587894.66
547772,930,6246889.44,588664.15
547759,930,6246902.87,588479.87
2088233,930,6247041.53,588348.67
2657125,930,6246705.82,589492.28
547798,930,6246777.17,588298.3
3228938,930,6246787.99,588560.8
2088358,510,6239835.88,588241.56
2660350,930,6242275.92,587645.68
1723401,220,6228807.05,585918.35
518335,210,6246783.05,599293.58
517705,220,6250206.11,587305.38
517691,220,6250206.92,587306.7
2317129,120,6241080.96,587444.83
517693,220,6250206.88,587306.8
517704,220,6250206.33,587305.44
517702,220,6250206.98,587306.38
517711,220,6250204.98,587306.32
517708,220,6250206.92,587306.05
517692,220,6250206.95,587306.59
517694,220,6250206.22,587305.41
517707,220,6250206.88,587305.95
517683,220,6250206.43,587307.27
517706,220,6250206.52,587305.54
517710,220,6250206.97,587306.27
1645564,140,6254077.1,593626.1
3801772,930,6246965.31,589476.52
2088290,930,6247157.88,589709.11
536509,930,6242029.75,580169.66
4373604,930,6241331.64,587548.21
3801685,930,6240641.19,585733.02
546497,930,6245642.4,589752.72
490800,930,6230477.42,604307.89
2366586,210,6252928.07,593767.18
1257233,120,6240343.14,591516.98
1652869,210,6239382.9,580294.33
2088403,910,6244888.72,590537.74
2660139,910,6244082.76,573392.25
4385362,120,6247452.35,597654.32
3435855,120,6246962.54,597514.85
3801848,120,6241391.53,587540.88
2098051,120,6252743.08,596861.28
2097449,120,6249839.26,592726.89
2666533,210,6252369.67,595891.61
4375741,120,6240069.35,591686.53
538297,120,6243800.75,585206.04
3811164,120,6249383,593266.19
1848552,910,6244684.14,603640.76
2936911,910,6239825.24,583676.91
4375321,910,6236287.33,596053.42
3238576,320,6246608.97,597178.89
2905680,330,6245668.75,589848.73
1796191,930,6237946,597553.17
3801747,320,6240502.56,591540.98
4384537,910,6252685.04,596589.91
3229619,210,6241319.47,594257.61
3229620,210,6241317.47,594257.61
3801824,210,6246780.72,590951.87
546590,210,6241383.34,593431.37
2088379,210,6239857.68,587494.06
2088933,210,6236878.78,596497.23
2088934,210,6236877.66,596496.87
546270,210,6237121.42,596874.47
4375471,210,6240094.26,595969.68
4375474,210,6240093.76,595968.81
3228833,210,6242513.77,592617.84
546426,210,6248210.05,589324.03
2088612,210,6243440.56,590192.83
4373569,210,6243570.22,589866.73
2088620,210,6242890.24,591329.6
2088619,210,6243019.54,591334.05
546907,210,6244026.84,590062.79
2933236,210,6241776.89,590377.01
3229013,210,6245638.09,590301.62
545887,210,6241863.92,591249.48
3802003,210,6241803.05,594690.03
546594,210,6241382.65,593432.32
3229253,210,6241348.37,593022.49
3229252,210,6241349.87,593023.36
4375554,210,6236288.69,596881.09
546916,210,6241765.97,590399.5
545889,210,6241862.8,591247.94
3801828,210,6244051.27,590119.65
2657155,210,6238178.11,597961.54
547189,210,6236384.55,602258.52
2303763,210,6241593.85,590032.51
3229415,210,6240082.93,593617.1
3229238,210,6241563.31,594126.79
546912,210,6236037.57,596498.45
546914,210,6236038.73,596526.8
487105,210,6242089.47,604898.3
2657110,930,6240383.21,591913.97
4072495,930,6233090.62,601155.79
4775880,930,6229309.38,604760.15
2675931,930,6226684.24,602130.66
4799345,930,6230033.56,605709.44
4798340,930,6233179.57,603088.3
4608565,930,6227718.52,585223.66
4618790,930,6229229.84,585905.68
4997697,930,6240373.58,584426.04
4954247,930,6233343.71,601746.33
1456617,930,6240370.75,591031.48
4961438,930,6221985.49,592826.89
4995448,930,6229709.96,591607.09
546009,930,6240564.82,591539.41
2288282,930,6240025.71,591774.17
4723886,930,6250861.98,587196.83
4754031,930,6225841.1,603860.7
4375656,930,6240121.72,591576.16
4893168,930,6241516.19,581556.53
4893192,930,6224788.26,606909.45
4893193,930,6224790.26,606909.45
4890394,930,6228788.15,603864.15
1484277,930,6242986.23,577164.48
4788716,930,6240288.89,588423.43
1794814,930,6230986.39,604690.97
4714458,930,6223487.2,605116.38
2298676,930,6232394.45,605450.26
4720491,930,6238670.22,604782.52
484991,920,6232656.74,602110.7
547927,920,6247128.88,589645.53
546904,420,6241000.45,590572.46
517689,220,6250206.77,587306.99
2676745,590,6230759.08,594100.17
2667002,920,6249808.79,592764.88
1798802,920,6244559.06,590263.7
3228984,930,6239863.98,587991.72
1533789,930,6239999.88,588367.11
3453285,930,6240015.23,588412.61
547338,930,6240089.84,588257.67
1842385,930,6240080.1,588209.8
546844,930,6240085.15,587919.84
3801431,920,6246638.57,588692.43
2405500,920,6241597.5,587286.79
4123486,920,6241220.56,587166.87
4373498,920,6240986.41,587212.51
3810947,520,6253359.12,596535.03
4958116,930,6238928.15,605681.49
4032902,930,6230959.86,605263.53
546008,590,6240566.93,591550.91
5324562,950,6244657.12,603348.5
1353394,590,6223958.92,604765.6
490459,390,6228907.55,603497.76
2415711,910,6245539.99,589794.69
3279564,910,6228202.87,603833.75
3556738,590,6253360.65,596536.32
1587208,910,6229807.78,605425.14
3238963,910,6250321.58,587590.81
1254693,910,6242356.25,592946.07
3810977,330,6254047.44,595649.76
3517364,330,6254048.91,595648.43
2097479,930,6249441.8,592519.57
3517355,330,6254047.29,595649
2876755,930,6240158.38,590827.3
546582,910,6245544.03,590368.28
3229297,510,6247108.74,589525.97
2656857,510,6247105.25,589569.95
3229134,510,6240035.23,588643.54
491051,930,6226262.29,603961.32
491050,930,6226260.29,603961.32
5158869,510,6219200.57,594203.02
3549613,510,6246897.25,588434.32
1388887,930,6228994,603752.87
3471459,510,6244067.72,595766.89
4384545,510,6243906.34,595661.89
5091521,920,6240393.07,584221.87
5194579,920,6232858.04,601613.48
546951,910,6240692.83,591523.17
1537607,920,6229200.92,596607.3
4980018,920,6231027.83,604038.62
4980020,920,6231028.7,604040.12
2656633,910,6240355.46,591223.86
537689,910,6242156.1,581543.48
1610985,910,6238866.45,585409.46
4378781,910,6242145.48,576482.27
4718816,920,6244310.95,595182.34
3496221,920,6249972.73,593343.48
5033082,920,6221339.27,594533.5
4869679,930,6240563.1,590842.36
3986376,920,6235570.03,595847.48
4966595,920,6234800.51,600413.18
5122389,920,6240739.3,590916.96
4709055,920,6246921.73,597536.75
2666632,440,6249876.61,592601.15
2666633,440,6249877.61,592600.15
5228632,910,6227907.94,596042.28
5132870,910,6222274.38,592318.37
2946503,930,6227943.37,594440.76
3552269,930,6238986.37,606793.31
1719323,930,6228066.26,594759.97
5265132,930,6224566.13,606708.56
5264317,930,6229335.47,586339.19
5238843,930,6224965.54,604997.07
546127,930,6240544.08,592473.52
2341184,930,6238276.32,606015.69
1432779,930,6220106.81,596081.66
1457321,930,6238606.71,604726.08
5298047,930,6229268.24,585982.41
5298048,930,6229268.24,585982.41
1392328,930,6227928.97,595836.91
5291405,930,6234602.65,600269.68
5291699,930,6227181.84,595238.53
5291703,930,6227181.84,595238.53
5292245,930,6251314.38,586953.17
5286444,930,6230317.99,605701.35
5269511,930,6227320.11,589616.41
5184575,930,6235595.32,599644.61
5179982,930,6233477.28,608682.16
5080129,930,6232985.02,600033.73
5188811,930,6230073.76,605067.63
5304051,930,6229785.56,605135.15
5319284,930,6237198.6,609724.89
5326559,930,6227231.36,585811.68
5323400,930,6249990.91,592845.85
5323246,930,6229391.92,604765.58
5324567,930,6244657.12,603348.5
5318646,930,6231250.5,605339.84
5167101,930,6230134.66,605119.23
5162507,930,6233036.04,600848.69
4002496,920,6247269.23,598569.25
1826702,510,6244388.83,595599.51
1458956,440,6245732.66,590381.91
4563901,910,6241678.42,594068.8
1437060,930,6227756.15,594647.19
3229194,930,6240030.35,588084.38
1272043,930,6240031.13,588084.99
3452700,930,6227100.39,591666.82
2656513,910,6240030.66,588086.27
1608507,590,6241518.04,594391.09
519470,910,6244428.61,595078.89
2656888,120,6240207.5,591706.11
1625937,120,6240887.01,591540.23
4385174,120,6249705.82,592860.08
545860,120,6241232.91,589113.89
1720399,130,6252635.82,596681.38
2684405,130,6250127.54,592579.64
1524229,130,6252691.97,596544.38
2659821,320,6242061.79,581533.97
2660006,210,6244038.37,582013.48
4378451,210,6245973.93,583174.87
4378450,210,6246002.22,583196.13
519215,210,6249962.58,599936.35
3801633,210,6244326.69,590831.12
2659779,210,6249617.52,583105.63
4384628,320,6247566.88,598198.75
4375132,920,6240758.1,591815
3228700,920,6241101.71,589779.99
3229036,420,6241027.02,591317.23
490549,910,6229114.74,603850.4
4385303,140,6247512.37,598081.86
518290,910,6249522.7,592344.92
2089074,920,6240213.18,591488.28
548091,930,6239773.65,588091.08
2666938,910,6247301.64,597824.86
3801973,210,6239276.61,598277.05
1359996,130,6243645.35,585247.56
546446,120,6240821.91,591113.19
4375677,120,6240404.46,591469.52
545824,120,6240411.41,591449.91
545823,120,6240435.96,591379.54
1579136,430,6249489.22,593055.35
4375657,120,6240880.66,586678.89
4375336,120,6240982.96,588889.74
2098164,120,6249938.48,593063.79
1652205,930,6227027.36,595392.98
546468,120,6240279.88,591760.17
2088369,910,6239604.59,586391.73
2656821,910,6245324.52,590144.77
4375722,910,6239636.4,597540.42
3229005,320,6240525.27,591229.04
3446502,120,6241019.99,587432.14
2874243,120,6241281.56,587340.29
3229337,220,6240744.4,590937.91
546861,120,6240772.72,591058.33
4375713,120,6240837.65,590950.77
3801977,210,6239190.93,598320.33
3801978,210,6239192.16,598319.36
3801981,210,6239190.26,598318.92
3801980,210,6239191.78,598320.14
3801979,210,6239190.26,598319.79
546491,210,6239471.54,597129.47
546504,210,6239470.04,597130.34
546503,210,6239470.04,597128.61
3801583,210,6235853.02,597625.6
546137,210,6240116.89,596993.67
2089080,210,6238710.7,594087.87
4375800,210,6239225.69,598162.63
2088941,210,6237209.81,599963.49
547198,210,6239456.8,595192.03
547196,210,6239455.8,595192.03
546080,210,6239498.64,594682.63
546078,210,6239500.14,594683.49
546133,210,6239828.99,593970.4
4375622,210,6241816.59,592106.05
546985,210,6241452.58,591805.9
546984,210,6241453.58,591804.9
546983,210,6241454.58,591805.9
546986,210,6241453.58,591806.9
2666936,120,6247456.28,597734.29
4375601,120,6240168.24,591714.57
2675457,120,6240878.62,609708.35
1822539,210,6242347.98,590291.25
1822536,210,6242345.98,590291.25
3802182,210,6240180.61,585832.87
517701,220,6250206.61,587305.6
517715,220,6250205.68,587307.33
4377989,930,6238974.51,585211.01
3564729,930,6249410.41,592338.33
547337,920,6240097.19,588250.66
4840906,930,6224779.79,607016.08
4839279,930,6219516.26,593864.57
4839366,930,6227407.27,587041.96
1799317,920,6240208.04,589837.71
547703,920,6240290.89,588423.43
2407865,920,6240323.8,588477.72
3228958,920,6239802.86,589400.31
4763228,930,6221429.71,594782.92
4755010,930,6244437.89,580076.81
4756019,930,6233036.85,600982.18
4668878,930,6229097.22,605613.5
4644726,930,6240999.02,587552.79
2276399,930,6232452.93,602179.63
1673716,930,6241460.83,581485.68
4563576,930,6225076.86,604550.2
4665936,930,6240063.87,588324.71
4665938,930,6240065.87,588324.71
4673196,930,6227381.87,590363.08
4644942,930,6249806.79,592764.88
2914520,920,6250545.89,601107.78
4648850,930,6250446.79,592755.97
1744346,930,6232028.76,604326.12
1727469,930,6233094.94,602133.45
1701049,930,6223789.99,594674.57
2846139,930,6245834.89,589626.56
4677388,930,6228366.28,595612.26
4674667,930,6247388.72,577902.02
4680122,930,6228224.34,584719.09
4607789,930,6233609.24,608528.81
4590239,930,6242128.32,581312.37
4590238,930,6242135.23,581309.03
2844237,930,6230344.78,596967.39
1666716,930,6246724.49,588512.55
1669492,930,6234283.24,597587.64
485597,930,6232799.25,599584.62
2282868,930,6227251.05,591582.35
3452699,930,6227101.39,591665.82
4866971,930,6238573.15,605519.01
4848368,930,6233039.78,601983.55
4558911,930,6221208.71,594424.91
1710192,930,6242592.84,580875.76
3417424,930,6229339.97,586111.41
2278956,930,6233586.11,608714.58
2678244,930,6232787.96,594332.85
2846145,930,6245832.89,589626.56
